file,type,line,function,complexity,rank
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,C,77,HumanLikeMemoryRetriever,6,B
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,276,HumanLikeMemoryRetriever._calculate_human_recency,6,B
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,169,HumanLikeMemoryRetriever._build_context_query,5,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,185,HumanLikeMemoryRetriever._get_temporal_candidates,5,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,132,HumanLikeMemoryRetriever._get_memory_candidates,4,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,92,HumanLikeMemoryRetriever.search_memories_human_like,2,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,225,HumanLikeMemoryRetriever._apply_human_like_scoring,2,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,342,HumanLikeMemoryRetriever._calculate_emotional_resonance,2,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,C,21,HumanLikeMemoryQuery,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,34,PersonalityConsistencyAnalyzer.__init__,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_4_knowledge_retrieval.py,M,80,HumanLikeMemoryRetriever.__init__,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,M,107,FactStore.get_relevant_facts,9,B
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,C,30,FactStore,4,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,M,49,FactStore.add_fact,3,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,M,87,FactStore.get_active_facts,3,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,F,26,_build_search_query,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,M,44,FactStore.__init__,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,M,137,FactStore.supersede_fact,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_2_belief_evidence.py,M,147,FactStore.deactivate_facts_by_message,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_1_belief_beliefs.py,M,147,BeliefStore.infer_beliefs_from_facts,36,E
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_1_belief_beliefs.py,M,42,BeliefStore.add_or_update_belief,18,C
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_1_belief_beliefs.py,C,34,BeliefStore,17,C
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_1_belief_beliefs.py,M,266,BeliefStore.get_relevant_beliefs,9,B
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_1_belief_beliefs.py,F,30,_build_search_query,1,A
serin/d1_1_pipeline_flow/d2_4_flow_remember/d3_2_remember_knowledge/d4_1_knowledge_belief/d5_1_belief_beliefs.py,M,37,BeliefStore.__init__,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,19,ConversationAnalyzer.analyze_conversation_flow,7,B
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,85,ConversationAnalyzer._detect_topic,7,B
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,C,13,ConversationAnalyzer,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,117,ConversationAnalyzer._detect_patterns,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,132,ConversationAnalyzer._is_back_and_forth,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,161,ConversationAnalyzer._classify_conversation,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,147,ConversationAnalyzer._analyze_participants,4,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,174,ConversationAnalyzer._generate_summary,4,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,203,ConversationAnalyzer.should_acknowledge_topic_change,4,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,142,ConversationAnalyzer._is_group_discussion,3,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,14,ConversationAnalyzer.__init__,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,187,ConversationAnalyzer._empty_analysis,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_3_conversation_analyzer.py,M,199,ConversationAnalyzer.get_topic_history,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_1_active_search.py,M,19,ActiveSearch.analyze_need_to_search,7,B
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_1_active_search.py,M,117,ActiveSearch._parse_decision,7,B
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_1_active_search.py,M,58,ActiveSearch._passes_heuristics,6,B
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_1_active_search.py,C,15,ActiveSearch,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_1_active_search.py,M,78,ActiveSearch._build_thinking_prompt,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_1_active_search.py,M,16,ActiveSearch.__init__,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,162,BotPersonality.get_personality_context,12,C
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,C,18,BotPersonality,4,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,61,BotPersonality._load_default_preferences,3,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,139,BotPersonality.can_disagree,3,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,111,BotPersonality.get_preference,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,132,BotPersonality.get_opinion,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,236,BotPersonality.__del__,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,F,14,_rand,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,19,BotPersonality.__init__,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,29,BotPersonality._init_schema,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_2_bot_personality.py,M,122,BotPersonality._express_unknown,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,58,TopicFatigue.get_topic_fatigue_level,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,108,TopicFatigue._clean_old_topics,5,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,C,14,TopicFatigue,4,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,30,TopicFatigue.track_topic,3,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,188,TopicFatigue.get_fatigue_context_note,3,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,F,202,get_fatigue_tracker,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,124,TopicFatigue.get_most_discussed_topics,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,147,TopicFatigue.apply_fatigue_to_personality,2,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,F,210,track_topic,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,F,220,get_topic_fatigue,1,A
serin/d1_1_pipeline_flow/d2_3_flow_perceive/d3_4_topic_fatigue.py,M,20,TopicFatigue.__init__,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_1_sync_backfill.py,M,22,BackfillMixin._backfill_channel,13,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_1_sync_backfill.py,C,13,BackfillMixin,9,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_1_sync_backfill.py,M,236,BackfillMixin._process_batch_with_context,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_1_sync_backfill.py,M,117,BackfillMixin._backfill_from_timestamp,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_1_sync_backfill.py,M,173,BackfillMixin._backfill_around_position,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,131,MessageCrawler._quick_sync_loop,8,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,280,MessageCrawler._deep_validate_channel,8,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,113,MessageCrawler.force_backfill,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,223,MessageCrawler._deep_validation_loop,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,173,MessageCrawler._quick_sync_channel,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,C,30,MessageCrawler,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,102,MessageCrawler.stop,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,88,MessageCrawler.start,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,31,MessageCrawler.__init__,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_3_ingest_sync/d4_2_sync_crawler.py,M,78,MessageCrawler.get_stats,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,C,16,MentionTranslator,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,30,MentionTranslator.update_cache,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,54,MentionTranslator.clean_for_bot,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,108,MentionTranslator.restore_for_discord,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,201,MentionTranslator.cache_guild_members,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,158,MentionTranslator.clean_bot_self_mention,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,17,MentionTranslator.__init__,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,177,MentionTranslator.get_user_info,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,189,MentionTranslator.get_user_id,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_3_mention_translator.py,M,222,MentionTranslator.get_stats,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,M,186,ConversationContextBuilder.format_context_for_llm,17,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,M,39,ConversationContextBuilder.build_context,15,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,M,253,ConversationContextBuilder.resolve_referents,10,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,C,34,ConversationContextBuilder,9,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,M,152,ConversationContextBuilder._search_with_time_range,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,M,287,ConversationContextBuilder.extract_time_reference_from_query,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_1_context_builder.py,M,35,ConversationContextBuilder.__init__,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,M,55,LongMessageHandler.analyze_message_length,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,M,94,LongMessageHandler.should_react_to_length,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,C,17,LongMessageHandler,4,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,M,123,LongMessageHandler.get_length_reaction,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,M,150,LongMessageHandler.get_context_note,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,F,164,get_length_handler,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,F,13,_rand,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,F,172,analyze_message_length,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,M,51,LongMessageHandler.__init__,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_1_ingest_context/d4_2_long_message.py,M,143,LongMessageHandler.should_add_length_note_to_context,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,211,EnhancedMessageManagerV3.process_message,18,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,66,EnhancedMessageManagerV3.__init__,11,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,387,EnhancedMessageManagerV3._flush_batch_with_enhanced_context,10,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,C,60,EnhancedMessageManagerV3,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,320,EnhancedMessageManagerV3._check_voice_action,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,336,EnhancedMessageManagerV3._describe_image_background,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,202,EnhancedMessageManagerV3.update_state,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,379,EnhancedMessageManagerV3._schedule_flush,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,363,EnhancedMessageManagerV3.get_user_profile,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,367,EnhancedMessageManagerV3.get_memory_stats,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_4_core_manager.py,M,373,EnhancedMessageManagerV3.abort_current_generation,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,C,13,CorrectionDetector,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,M,81,CorrectionDetector._extract_correction_details,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,M,32,CorrectionDetector.detect_correction,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,M,182,MemoryCorrector.apply_correction,4,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,F,281,get_correction_acknowledgment,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,C,170,MemoryCorrector,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,M,173,MemoryCorrector.__init__,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_3_correction_handler.py,M,241,MemoryCorrector.get_correction_history,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,22,process_voice_input,14,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,164,_archive_image,11,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,229,process_message,10,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,137,_handle_vision_fallback,9,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,196,_process_perception_and_store,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,116,_handle_correction,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,112,start,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,216,_update_user_profile,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_5_message_process.py,F,221,_schedule_flush_batch,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_3_perception_personality.py,F,8,analyze_personality,13,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_3_perception_personality.py,F,42,get_emotional_tone,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_3_perception_personality.py,F,55,detect_topic,4,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_1_perception_board.py,F,39,derive_from_board,30,D
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_1_perception_board.py,F,8,parse_board,10,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,35,_analyze_speech_act,11,C
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,146,_classify_intent,10,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,234,detect_contradictions,9,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,92,_extract_observations,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,130,_determine_evidence_class,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,80,_detect_claims,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,57,_extract_evidence,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,186,extract_facts_from_message,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,121,_derive_facts_from_boards,4,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,27,detect_evidence,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_2_perception_classify.py,F,163,perceive_message,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_4_perception_profile.py,F,18,get_memory_stats,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_4_perception_profile.py,F,12,get_user_profile,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_1_core_perception/d5_5_perception_helpers/d6_1_perception_result.py,C,33,PerceptionResult,1,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,154,VisualMemorySystem.recall_image,9,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,188,VisualMemorySystem.recall_image_from_bytes,7,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,82,VisualMemorySystem.embed_image,6,B
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,C,30,VisualMemorySystem,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,220,VisualMemorySystem.store_image_from_bytes,5,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,53,VisualMemorySystem._ensure_collection,4,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,110,VisualMemorySystem.store_image_memory,3,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,35,VisualMemorySystem.__init__,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,72,VisualMemorySystem._download_image,2,A
serin/d1_1_pipeline_flow/d2_2_flow_ingest/d3_2_ingest_core/d4_2_core_vision/d5_1_visual_memory.py,M,103,VisualMemorySystem.analyze_image,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,79,get_response_natural,30,D
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,335,apply_natural_variations,14,C
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,286,clean_response,8,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,39,initialize_llama,4,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,65,_should_use_thinking,4,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,31,_rand,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,242,build_natural_system_prompt,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_3_response_generator.py,F,394,build_instruction_system_prompt,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,109,ResponseController.should_respond,36,E
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,377,ResponseController.split_response,9,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,322,ResponseController.update_conversation_mood,8,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,C,26,ResponseController,6,B
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,284,ResponseController.calculate_typing_delay,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,403,ResponseController.send_with_typing,5,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,68,ResponseController._is_in_active_conversation,4,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,57,ResponseController._message_mentions_bot,3,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,101,ResponseController._update_conversation,3,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,269,ResponseController._broadcast_decision,3,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,368,ResponseController.should_split_message,3,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,F,19,_rand,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,F,22,_uniform,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,27,ResponseController.__init__,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,48,ResponseController.set_broadcaster,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,52,ResponseController.set_creator_id,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,92,ResponseController._start_conversation,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_2_response_controller.py,M,363,ResponseController.mark_response,1,A
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_4_response_planner.py,C,56,ResponsePlannerStage,21,D
serin/d1_1_pipeline_flow/d2_5_flow_think/d3_4_response_planner.py,M,59,ResponsePlannerStage._run,20,C
